Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link, ,Trp Dbl
2018-19,27,DET,NBA,SG,4,0,110,11,34,.324,9,25,.360,2,9,.222,.456,0,0,,2,13,15,4,2,4,2,10,31,https://www.basketball-reference.com/players/g/gallola01.html,,
2005-06,24,SAC,NBA,SF,6,0,41,5,11,.455,1,4,.250,4,7,.571,.500,2,2,1.000,0,2,2,1,2,2,0,5,13,https://www.basketball-reference.com/players/g/garcifr01.html,,
2012-13,31,HOU,NBA,SF,6,3,164,22,50,.440,17,37,.459,5,13,.385,.610,3,5,.600,3,17,20,9,4,5,4,21,64,https://www.basketball-reference.com/players/g/garcifr01.html,,
2013-14,32,HOU,NBA,SF,2,0,22,2,6,.333,0,3,.000,2,3,.667,.333,3,4,.750,1,1,2,0,0,0,0,3,7,https://www.basketball-reference.com/players/g/garcifr01.html,,
2008-09,23,ATL,NBA,SG,3,0,19,5,13,.385,3,6,.500,2,7,.286,.500,1,1,1.000,0,2,2,2,1,0,0,4,14,https://www.basketball-reference.com/players/g/gardnth01.html,,
2010-11,26,MEM,NBA,C,13,13,519,72,141,.511,0,2,.000,72,139,.518,.511,51,73,.699,41,105,146,29,14,28,26,44,195,https://www.basketball-reference.com/players/g/gasolma01.html,,
2011-12,27,MEM,NBA,C,7,7,261,36,69,.522,0,1,.000,36,68,.529,.522,34,43,.791,16,31,47,22,2,13,13,25,106,https://www.basketball-reference.com/players/g/gasolma01.html,,
2012-13,28,MEM,NBA,C,15,15,609,93,205,.454,0,0,,93,205,.454,.454,72,90,.800,25,102,127,48,13,33,18,53,258,https://www.basketball-reference.com/players/g/gasolma01.html,,
2013-14,29,MEM,NBA,C,7,7,299,47,116,.405,0,1,.000,47,115,.409,.405,27,34,.794,13,41,54,31,12,6,12,27,121,https://www.basketball-reference.com/players/g/gasolma01.html,,
2014-15,30,MEM,NBA,C,11,11,416,71,180,.394,0,2,.000,71,178,.399,.394,75,88,.852,19,94,113,49,10,19,16,33,217,https://www.basketball-reference.com/players/g/gasolma01.html,,
2016-17,32,MEM,NBA,C,6,6,240,39,83,.470,7,12,.583,32,71,.451,.512,31,33,.939,7,32,39,25,2,4,15,22,116,https://www.basketball-reference.com/players/g/gasolma01.html,,
2018-19,34,TOR,NBA,C,24,24,735,76,180,.422,34,89,.382,42,91,.462,.517,40,46,.870,16,137,153,73,21,26,21,84,226,https://www.basketball-reference.com/players/g/gasolma01.html,,
2019-20,35,TOR,NBA,C,11,11,228,25,64,.391,5,27,.185,20,37,.541,.430,11,15,.733,4,44,48,29,5,7,16,32,66,https://www.basketball-reference.com/players/g/gasolma01.html,,
2011-12,25,MEM,NBA,SF,7,7,279,48,114,.421,4,19,.211,44,95,.463,.439,33,40,.825,10,36,46,10,9,2,21,15,133,https://www.basketball-reference.com/players/g/gayru01.html,,
2017-18,31,SAS,NBA,PF,5,4,160,26,65,.400,4,18,.222,22,47,.468,.431,5,9,.556,9,19,28,11,8,1,6,16,61,https://www.basketball-reference.com/players/g/gayru01.html,,
2018-19,32,SAS,NBA,PF,7,0,179,28,70,.400,8,19,.421,20,51,.392,.457,14,17,.824,13,37,50,12,3,5,10,13,78,https://www.basketball-reference.com/players/g/gayru01.html,,
2014-15,27,POR,NBA,SF,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,https://www.basketball-reference.com/players/g/geeal01.html,,
2010-11,20,IND,NBA,SG,5,5,133,10,33,.303,3,13,.231,7,20,.350,.348,7,8,.875,5,20,25,5,7,10,7,11,30,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2011-12,21,IND,NBA,SG,11,11,371,37,95,.389,11,41,.268,26,54,.481,.447,22,28,.786,15,58,73,26,18,4,21,32,107,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2012-13,22,IND,NBA,SF,19,19,780,119,277,.430,34,104,.327,85,173,.491,.491,93,128,.727,16,125,141,96,25,9,75,72,365,https://www.basketball-reference.com/players/g/georgpa01.html,,1
2013-14,23,IND,NBA,SF,19,19,781,138,315,.438,52,129,.403,86,186,.462,.521,101,128,.789,13,132,145,73,41,7,49,56,429,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2015-16,25,IND,NBA,SF,7,7,275,56,123,.455,18,43,.419,38,80,.475,.528,61,64,.953,9,44,53,30,14,5,23,24,191,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2016-17,26,IND,NBA,SF,4,4,172,34,88,.386,18,42,.429,16,46,.348,.489,26,30,.867,5,30,35,29,7,2,13,13,112,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2017-18,27,OKC,NBA,SF,6,6,251,49,120,.408,19,52,.365,30,68,.441,.488,31,36,.861,4,32,36,16,8,4,24,17,148,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2018-19,28,OKC,NBA,SF,5,5,204,44,101,.436,15,47,.319,29,54,.537,.510,40,49,.816,6,37,43,18,7,1,20,21,143,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2019-20,29,LAC,NBA,SG,13,13,479,88,221,.398,37,111,.333,51,110,.464,.482,50,55,.909,14,65,79,49,19,7,40,49,263,https://www.basketball-reference.com/players/g/georgpa01.html,,0
2017-18,23,MIN,NBA,SG,2,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/g/georgma01.html,,
2006-07,20,CLE,NBA,PG,20,2,402,50,116,.431,27,66,.409,23,50,.460,.547,38,43,.884,9,23,32,21,12,4,9,34,165,https://www.basketball-reference.com/players/g/gibsoda01.html,,
2007-08,21,CLE,NBA,PG,11,0,284,35,78,.449,19,42,.452,16,36,.444,.571,10,14,.714,4,15,19,27,7,2,15,18,99,https://www.basketball-reference.com/players/g/gibsoda01.html,,
2008-09,22,CLE,NBA,PG,14,0,172,13,40,.325,10,28,.357,3,12,.250,.450,11,11,1.000,1,6,7,6,1,3,7,18,47,https://www.basketball-reference.com/players/g/gibsoda01.html,,
2009-10,23,CLE,NBA,PG,5,0,23,2,7,.286,1,4,.250,1,3,.333,.357,2,2,1.000,0,3,3,1,0,0,2,3,7,https://www.basketball-reference.com/players/g/gibsoda01.html,,
2009-10,24,CHI,NBA,PF,5,5,145,16,38,.421,0,0,,16,38,.421,.421,6,11,.545,9,26,35,3,1,3,2,17,38,https://www.basketball-reference.com/players/g/gibsota01.html,,
2010-11,25,CHI,NBA,PF,16,0,284,43,76,.566,0,1,.000,43,75,.573,.566,9,15,.600,26,40,66,9,5,22,14,32,95,https://www.basketball-reference.com/players/g/gibsota01.html,,
2011-12,26,CHI,NBA,PF,6,0,137,21,46,.457,0,0,,21,46,.457,.457,15,22,.682,15,24,39,4,4,10,3,19,57,https://www.basketball-reference.com/players/g/gibsota01.html,,
2012-13,27,CHI,NBA,PF,12,0,206,31,66,.470,0,2,.000,31,64,.484,.470,16,22,.727,15,21,36,4,4,6,9,37,78,https://www.basketball-reference.com/players/g/gibsota01.html,,
2013-14,28,CHI,NBA,PF,5,0,154,32,57,.561,0,0,,32,57,.561,.561,27,36,.750,21,10,31,2,2,12,8,12,91,https://www.basketball-reference.com/players/g/gibsota01.html,,
2014-15,29,CHI,NBA,PF,12,2,276,34,72,.472,0,0,,34,72,.472,.472,21,30,.700,25,41,66,12,4,12,11,25,89,https://www.basketball-reference.com/players/g/gibsota01.html,,
2016-17,31,OKC,NBA,PF,5,5,118,21,35,.600,0,0,,21,35,.600,.600,7,8,.875,3,15,18,3,1,0,8,13,49,https://www.basketball-reference.com/players/g/gibsota01.html,,
2017-18,32,MIN,NBA,PF,5,5,123,14,22,.636,0,0,,14,22,.636,.636,3,3,1.000,7,13,20,2,1,2,4,8,31,https://www.basketball-reference.com/players/g/gibsota01.html,,
2018-19,20,LAC,NBA,PG,6,6,173,28,60,.467,9,18,.500,19,42,.452,.542,17,20,.850,4,12,16,19,6,5,5,17,82,https://www.basketball-reference.com/players/g/gilgesh01.html,,
2019-20,21,OKC,NBA,SG,7,7,279,39,90,.433,14,35,.400,25,55,.455,.511,22,23,.957,3,34,37,29,7,3,15,17,114,https://www.basketball-reference.com/players/g/gilgesh01.html,,
2016-17,24,UTA,NBA,C,9,9,246,40,63,.635,0,0,,40,63,.635,.635,24,50,.480,22,67,89,11,9,12,9,30,104,https://www.basketball-reference.com/players/g/goberru01.html,,
2017-18,25,UTA,NBA,C,11,11,383,55,84,.655,0,0,,55,84,.655,.655,35,58,.603,43,75,118,11,10,25,21,34,145,https://www.basketball-reference.com/players/g/goberru01.html,,
2018-19,26,UTA,NBA,C,5,5,152,19,32,.594,0,0,,19,32,.594,.594,18,23,.783,23,28,51,7,3,13,9,16,56,https://www.basketball-reference.com/players/g/goberru01.html,,
2019-20,27,UTA,NBA,C,7,7,270,48,74,.649,0,0,,48,74,.649,.649,22,42,.524,24,56,80,8,4,10,9,26,118,https://www.basketball-reference.com/players/g/goberru01.html,,
2018-19,23,ORL,NBA,PF,5,5,164,29,62,.468,8,20,.400,21,42,.500,.532,10,19,.526,11,25,36,18,6,1,13,16,76,https://www.basketball-reference.com/players/g/gordoaa01.html,,
2004-05,21,CHI,NBA,SG,6,1,153,30,74,.405,7,22,.318,23,52,.442,.453,20,25,.800,6,10,16,15,5,2,13,18,87,https://www.basketball-reference.com/players/g/gordobe01.html,,
2005-06,22,CHI,NBA,SG,6,6,245,43,106,.406,15,41,.366,28,65,.431,.476,25,37,.676,5,15,20,18,6,0,17,12,126,https://www.basketball-reference.com/players/g/gordobe01.html,,
2006-07,23,CHI,NBA,SG,10,10,395,61,147,.415,24,55,.436,37,92,.402,.497,58,63,.921,9,29,38,38,9,1,34,34,204,https://www.basketball-reference.com/players/g/gordobe01.html,,
2008-09,25,CHI,NBA,SG,7,7,304,52,134,.388,17,46,.370,35,88,.398,.451,49,56,.875,3,17,20,21,3,1,8,22,170,https://www.basketball-reference.com/players/g/gordobe01.html,,
2014-15,26,NOP,NBA,SG,4,4,143,28,63,.444,13,32,.406,15,31,.484,.548,5,6,.833,2,7,9,15,2,2,10,11,74,https://www.basketball-reference.com/players/g/gordoer01.html,,
2016-17,28,HOU,NBA,SG,11,2,358,51,121,.421,27,70,.386,24,51,.471,.533,13,18,.722,5,38,43,22,8,6,14,20,142,https://www.basketball-reference.com/players/g/gordoer01.html,,
2017-18,29,HOU,NBA,SG,17,2,549,84,221,.380,43,130,.331,41,91,.451,.477,51,61,.836,9,36,45,28,10,8,24,29,262,https://www.basketball-reference.com/players/g/gordoer01.html,,
2018-19,30,HOU,NBA,SG,11,11,410,67,150,.447,38,95,.400,29,55,.527,.573,24,28,.857,5,22,27,14,7,11,27,22,196,https://www.basketball-reference.com/players/g/gordoer01.html,,
2019-20,31,HOU,NBA,SF,12,12,410,72,176,.409,29,90,.322,43,86,.500,.491,35,40,.875,6,26,32,36,10,7,24,26,208,https://www.basketball-reference.com/players/g/gordoer01.html,,
2007-08,23,ORL,NBA,C,8,0,48,5,6,.833,0,0,,5,6,.833,.833,0,0,,2,6,8,0,0,4,3,5,10,https://www.basketball-reference.com/players/g/gortama01.html,,
2008-09,24,ORL,NBA,PF,24,1,271,34,52,.654,0,0,,34,52,.654,.654,10,16,.625,18,58,76,3,9,15,11,39,78,https://www.basketball-reference.com/players/g/gortama01.html,,
2009-10,25,ORL,NBA,C,14,0,212,17,26,.654,0,0,,17,26,.654,.654,8,11,.727,24,38,62,9,3,4,3,29,42,https://www.basketball-reference.com/players/g/gortama01.html,,
2013-14,29,WAS,NBA,C,11,11,382,58,118,.492,0,0,,58,118,.492,.492,27,41,.659,36,73,109,16,5,14,20,22,143,https://www.basketball-reference.com/players/g/gortama01.html,,
2014-15,30,WAS,NBA,C,10,10,307,54,86,.628,0,0,,54,86,.628,.628,16,24,.667,27,61,88,22,6,11,16,29,124,https://www.basketball-reference.com/players/g/gortama01.html,,
2016-17,32,WAS,NBA,C,13,13,409,47,93,.505,0,0,,47,93,.505,.505,11,18,.611,52,91,143,24,5,20,17,40,105,https://www.basketball-reference.com/players/g/gortama01.html,,
2017-18,33,WAS,NBA,C,6,6,160,24,43,.558,0,0,,24,43,.558,.558,4,7,.571,13,25,38,6,0,2,6,15,52,https://www.basketball-reference.com/players/g/gortama01.html,,
2011-12,23,LAL,NBA,SG,4,0,10,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,,0,1,1,0,0,0,0,1,5,https://www.basketball-reference.com/players/g/goudean01.html,,
2012-13,24,LAL,NBA,SG,3,2,80,16,36,.444,2,10,.200,14,26,.538,.472,2,2,1.000,1,4,5,3,5,0,4,7,36,https://www.basketball-reference.com/players/g/goudean01.html,,
2015-16,27,HOU,NBA,PG,2,0,11,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,0,2,2,0,0,0,3,0,6,https://www.basketball-reference.com/players/g/goudean01.html,,
2006-07,24,TOR,NBA,SF,6,3,109,6,21,.286,0,1,.000,6,20,.300,.286,4,5,.800,1,19,20,2,4,0,6,12,16,https://www.basketball-reference.com/players/g/grahajo01.html,,
2007-08,25,TOR,NBA,SF,2,0,2,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/g/grahajo01.html,,
2009-10,27,DEN,NBA,SF,4,0,29,10,17,.588,1,3,.333,9,14,.643,.618,3,5,.600,4,6,10,0,2,1,1,6,24,https://www.basketball-reference.com/players/g/grahajo01.html,,
2009-10,27,CHA,NBA,SG,2,0,5,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,0,0,0,1,1,0,1,1,0,https://www.basketball-reference.com/players/g/grahast01.html,,
2018-19,25,BRK,NBA,SG,5,0,79,2,10,.200,0,7,.000,2,3,.667,.200,3,6,.500,3,8,11,3,2,1,3,10,7,https://www.basketball-reference.com/players/g/grahatr01.html,,
2005-06,22,IND,NBA,SF,6,3,162,18,34,.529,9,16,.563,9,18,.500,.662,4,4,1.000,7,24,31,10,4,7,7,20,49,https://www.basketball-reference.com/players/g/grangda01.html,,
2010-11,27,IND,NBA,SF,5,5,183,43,90,.478,8,23,.348,35,67,.522,.522,14,16,.875,6,22,28,16,6,1,7,12,108,https://www.basketball-reference.com/players/g/grangda01.html,,
2011-12,28,IND,NBA,SF,11,11,420,69,174,.397,26,73,.356,43,101,.426,.471,23,28,.821,15,47,62,27,6,4,29,31,187,https://www.basketball-reference.com/players/g/grangda01.html,,
2013-14,30,LAC,NBA,SF,13,0,134,11,40,.275,5,22,.227,6,18,.333,.338,7,9,.778,2,18,20,3,6,1,3,24,34,https://www.basketball-reference.com/players/g/grangda01.html,,
2016-17,22,OKC,NBA,PF,5,0,111,19,31,.613,2,6,.333,17,25,.680,.645,6,7,.857,7,12,19,4,1,2,3,7,46,https://www.basketball-reference.com/players/g/grantje01.html,,
2017-18,23,OKC,NBA,PF,6,0,133,18,35,.514,2,8,.250,16,27,.593,.543,5,11,.455,8,12,20,6,4,3,6,15,43,https://www.basketball-reference.com/players/g/grantje01.html,,
2018-19,24,OKC,NBA,PF,5,5,176,20,40,.500,9,20,.450,11,20,.550,.613,9,13,.692,6,22,28,4,3,10,4,13,58,https://www.basketball-reference.com/players/g/grantje01.html,,
2019-20,25,DEN,NBA,PF,19,16,653,71,175,.406,31,95,.326,40,80,.500,.494,48,54,.889,8,55,63,25,11,15,25,59,221,https://www.basketball-reference.com/players/g/grantje01.html,,
2016-17,24,CHI,NBA,PG,5,2,52,6,23,.261,1,9,.111,5,14,.357,.283,3,3,1.000,0,4,4,5,2,0,7,3,16,https://www.basketball-reference.com/players/g/grantje02.html,,
2018-19,26,ORL,NBA,PG,3,0,14,2,10,.200,0,7,.000,2,3,.667,.200,1,1,1.000,0,4,4,3,0,0,1,1,5,https://www.basketball-reference.com/players/g/grantje02.html,,
2008-09,24,CHI,NBA,C,2,0,9,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,0,1,0,0,https://www.basketball-reference.com/players/g/grayaa01.html,,
2010-11,26,NOH,NBA,C,6,0,87,9,13,.692,0,0,,9,13,.692,.692,3,8,.375,3,18,21,2,2,2,5,13,21,https://www.basketball-reference.com/players/g/grayaa01.html,,
2010-11,23,SAS,NBA,SG,4,0,7,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,1,1,2,1,1,1,1,5,https://www.basketball-reference.com/players/g/greenda02.html,,
2011-12,24,SAS,NBA,SG,14,12,289,38,91,.418,20,58,.345,18,33,.545,.527,7,10,.700,3,42,45,15,7,10,15,24,103,https://www.basketball-reference.com/players/g/greenda02.html,,
2012-13,25,SAS,NBA,SG,21,21,669,83,186,.446,55,114,.482,28,72,.389,.594,12,15,.800,18,69,87,32,22,23,19,51,233,https://www.basketball-reference.com/players/g/greenda02.html,,
2013-14,26,SAS,NBA,SG,23,23,529,78,159,.491,48,101,.475,30,58,.517,.642,9,11,.818,9,60,69,21,32,17,20,50,213,https://www.basketball-reference.com/players/g/greenda02.html,,
2014-15,27,SAS,NBA,SG,7,7,204,21,61,.344,12,40,.300,9,21,.429,.443,4,6,.667,7,15,22,15,7,7,5,12,58,https://www.basketball-reference.com/players/g/greenda02.html,,
2015-16,28,SAS,NBA,SG,10,10,267,30,65,.462,24,48,.500,6,17,.353,.646,2,3,.667,0,31,31,7,21,8,6,20,86,https://www.basketball-reference.com/players/g/greenda02.html,,
2016-17,29,SAS,NBA,SG,16,16,436,45,111,.405,26,76,.342,19,35,.543,.523,8,14,.571,13,44,57,23,10,15,17,30,124,https://www.basketball-reference.com/players/g/greenda02.html,,
2017-18,30,SAS,NBA,SG,5,5,103,8,30,.267,5,20,.250,3,10,.300,.350,0,0,,4,7,11,1,1,4,2,8,21,https://www.basketball-reference.com/players/g/greenda02.html,,
2018-19,31,TOR,NBA,SG,24,24,684,53,155,.342,39,119,.328,14,36,.389,.468,21,23,.913,17,70,87,26,31,11,26,60,166,https://www.basketball-reference.com/players/g/greenda02.html,,
2019-20,32,LAL,NBA,SG,21,21,525,59,170,.347,39,115,.339,20,55,.364,.462,10,15,.667,25,41,66,26,20,16,12,48,167,https://www.basketball-reference.com/players/g/greenda02.html,,
2012-13,22,GSW,NBA,SF,12,1,223,24,56,.429,9,23,.391,15,33,.455,.509,13,17,.765,14,37,51,19,6,10,12,35,70,https://www.basketball-reference.com/players/g/greendr01.html,,0
2013-14,23,GSW,NBA,SF,7,4,228,28,60,.467,8,29,.276,20,31,.645,.533,19,24,.792,18,40,58,20,12,12,17,33,83,https://www.basketball-reference.com/players/g/greendr01.html,,0
2014-15,24,GSW,NBA,PF,21,21,784,100,240,.417,24,91,.264,76,149,.510,.467,64,87,.736,46,166,212,109,38,25,58,89,288,https://www.basketball-reference.com/players/g/greendr01.html,,1
2015-16,25,GSW,NBA,PF,23,23,879,119,276,.431,38,104,.365,81,172,.471,.500,79,107,.738,38,190,228,138,37,41,56,81,355,https://www.basketball-reference.com/players/g/greendr01.html,,1
2016-17,26,GSW,NBA,PF,17,17,593,72,161,.447,32,78,.410,40,83,.482,.547,46,67,.687,20,135,155,110,31,28,36,60,222,https://www.basketball-reference.com/players/g/greendr01.html,,1
2017-18,27,GSW,NBA,PF,21,21,819,83,192,.432,21,79,.266,62,113,.549,.487,39,49,.796,42,180,222,171,41,31,63,75,226,https://www.basketball-reference.com/players/g/greendr01.html,,1
2018-19,28,GSW,NBA,PF,22,22,851,114,229,.498,13,57,.228,101,172,.587,.526,51,71,.718,41,182,223,187,32,33,83,85,292,https://www.basketball-reference.com/players/g/greendr01.html,,6
2008-09,23,DAL,NBA,SG,6,0,26,4,14,.286,1,5,.200,3,9,.333,.321,2,4,.500,0,2,2,0,1,0,2,4,11,https://www.basketball-reference.com/players/g/greenge01.html,,
2012-13,27,IND,NBA,SF,9,0,105,21,50,.420,11,33,.333,10,17,.588,.530,2,2,1.000,2,10,12,3,0,1,6,10,55,https://www.basketball-reference.com/players/g/greenge01.html,,
2015-16,30,MIA,NBA,SG,12,0,110,16,49,.327,4,14,.286,12,35,.343,.367,4,5,.800,2,15,17,1,4,1,2,14,40,https://www.basketball-reference.com/players/g/greenge01.html,,
2016-17,31,BOS,NBA,SF,13,7,192,34,72,.472,21,45,.467,13,27,.481,.618,8,9,.889,2,18,20,9,3,1,7,21,97,https://www.basketball-reference.com/players/g/greenge01.html,,
2017-18,32,HOU,NBA,SG,17,0,272,37,94,.394,27,72,.375,10,22,.455,.537,6,7,.857,6,44,50,1,4,7,10,27,107,https://www.basketball-reference.com/players/g/greenge01.html,,
2018-19,33,HOU,NBA,SG,11,0,97,12,40,.300,10,29,.345,2,11,.182,.425,5,5,1.000,0,12,12,1,3,3,3,12,39,https://www.basketball-reference.com/players/g/greenge01.html,,
2014-15,24,MEM,NBA,PF,5,0,8,0,2,.000,0,1,.000,0,1,.000,.000,2,2,1.000,0,3,3,0,1,1,0,1,2,https://www.basketball-reference.com/players/g/greenja01.html,,
2015-16,25,MEM,NBA,PF,4,0,72,12,22,.545,0,1,.000,12,21,.571,.545,3,6,.500,5,10,15,3,3,5,4,12,27,https://www.basketball-reference.com/players/g/greenja01.html,,
2016-17,26,MEM,NBA,PF,6,2,118,17,36,.472,7,16,.438,10,20,.500,.569,3,3,1.000,3,17,20,2,0,0,4,21,44,https://www.basketball-reference.com/players/g/greenja01.html,,
2018-19,28,LAC,NBA,PF,6,3,141,23,43,.535,12,23,.522,11,20,.550,.674,8,10,.800,6,26,32,5,4,0,11,22,66,https://www.basketball-reference.com/players/g/greenja01.html,,
2019-20,29,LAC,NBA,PF,13,0,222,31,55,.564,10,23,.435,21,32,.656,.655,7,9,.778,13,36,49,7,2,3,5,29,79,https://www.basketball-reference.com/players/g/greenja01.html,,
2019-20,26,BOS,NBA,SG,1,0,6,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,0,0,0,0,1,3,https://www.basketball-reference.com/players/g/greenja02.html,,
2009-10,23,OKC,NBA,PF,6,6,224,23,70,.329,8,27,.296,15,43,.349,.386,17,20,.850,6,22,28,10,4,3,6,16,71,https://www.basketball-reference.com/players/g/greenje02.html,,
2010-11,24,BOS,NBA,SF,9,0,173,23,53,.434,7,16,.438,16,37,.432,.500,13,18,.722,6,18,24,2,5,4,12,20,66,https://www.basketball-reference.com/players/g/greenje02.html,,
2012-13,26,BOS,NBA,PF,6,6,258,37,85,.435,10,22,.455,27,63,.429,.494,38,45,.844,6,26,32,14,2,4,19,22,122,https://www.basketball-reference.com/players/g/greenje02.html,,
2014-15,28,MEM,NBA,SF,11,2,298,36,108,.333,4,18,.222,32,90,.356,.352,22,26,.846,9,43,52,19,5,5,16,18,98,https://www.basketball-reference.com/players/g/greenje02.html,,
2015-16,29,LAC,NBA,SF,6,1,159,21,46,.457,4,10,.400,17,36,.472,.500,15,25,.600,3,16,19,4,6,2,3,12,61,https://www.basketball-reference.com/players/g/greenje02.html,,
2017-18,31,CLE,NBA,PF,22,2,523,58,142,.408,21,70,.300,37,72,.514,.482,33,46,.717,7,46,53,32,7,15,17,36,170,https://www.basketball-reference.com/players/g/greenje02.html,,
2019-20,33,HOU,NBA,C,12,0,341,51,103,.495,23,54,.426,28,49,.571,.607,14,17,.824,5,55,60,19,6,6,15,27,139,https://www.basketball-reference.com/players/g/greenje02.html,,
2004-05,23,PHI,NBA,SG,5,0,63,8,18,.444,2,9,.222,6,9,.667,.500,9,10,.900,3,6,9,3,1,0,2,5,27,https://www.basketball-reference.com/players/g/greenwi01.html,,
2007-08,26,PHI,NBA,SG,6,6,142,22,51,.431,1,5,.200,21,46,.457,.441,9,14,.643,2,6,8,12,5,4,9,19,54,https://www.basketball-reference.com/players/g/greenwi01.html,,
2008-09,27,PHI,NBA,SG,6,6,148,21,51,.412,4,11,.364,17,40,.425,.451,1,3,.333,0,6,6,7,0,1,5,13,47,https://www.basketball-reference.com/players/g/greenwi01.html,,
2010-11,29,NOH,NBA,SG,6,0,84,14,36,.389,2,9,.222,12,27,.444,.417,4,7,.571,1,4,5,4,2,0,3,14,34,https://www.basketball-reference.com/players/g/greenwi01.html,,
2011-12,30,ATL,NBA,SG,5,0,63,6,13,.462,1,4,.250,5,9,.556,.500,0,0,,1,7,8,3,0,0,2,6,13,https://www.basketball-reference.com/players/g/greenwi01.html,,
2012-13,31,LAC,NBA,SG,3,0,20,2,3,.667,0,1,.000,2,2,1.000,.667,2,2,1.000,0,3,3,2,1,0,0,0,6,https://www.basketball-reference.com/players/g/greenwi01.html,,
2013-14,32,LAC,NBA,SG,5,0,19,1,5,.200,1,4,.250,0,1,.000,.300,2,2,1.000,0,7,7,1,3,0,1,3,5,https://www.basketball-reference.com/players/g/greenwi01.html,,
2011-12,22,LAC,NBA,PF,11,11,393,84,168,.500,0,1,.000,84,167,.503,.500,42,66,.636,19,57,76,27,20,10,25,41,210,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2012-13,23,LAC,NBA,PF,6,5,158,29,64,.453,0,0,,29,64,.453,.453,21,26,.808,8,25,33,15,0,5,13,24,79,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2013-14,24,LAC,NBA,PF,13,13,478,117,234,.500,1,7,.143,116,227,.511,.502,71,96,.740,35,61,96,50,16,14,31,54,306,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2014-15,25,LAC,NBA,PF,14,14,557,140,274,.511,1,7,.143,139,267,.521,.513,76,106,.717,38,140,178,86,14,14,45,43,357,https://www.basketball-reference.com/players/g/griffbl01.html,,3
2015-16,26,LAC,NBA,PF,4,4,127,20,53,.377,1,2,.500,19,51,.373,.387,19,25,.760,7,28,35,16,3,2,9,9,60,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2016-17,27,LAC,NBA,PF,3,3,99,25,51,.490,4,6,.667,21,45,.467,.529,7,7,1.000,3,15,18,7,2,1,6,2,61,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2018-19,29,DET,NBA,PF,2,2,58,18,39,.462,6,13,.462,12,26,.462,.538,7,7,1.000,4,8,12,12,2,0,6,9,49,https://www.basketball-reference.com/players/g/griffbl01.html,,0
2013-14,25,BRK,NBA,PG,2,0,3,0,0,,0,0,,0,0,,,2,4,.500,1,0,1,0,0,0,0,0,2,https://www.basketball-reference.com/players/g/gutiejo01.html,,
2014-15,26,MIL,NBA,PG,1,0,12,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,1,0,0,0,1,2,https://www.basketball-reference.com/players/g/gutiejo01.html,,
2015-16,27,CHO,NBA,PG,3,0,12,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,2,2,2,0,0,1,0,0,https://www.basketball-reference.com/players/g/gutiejo01.html,,
2010-11,25,MEM,NBA,C,9,0,31,3,10,.300,0,1,.000,3,9,.333,.300,5,6,.833,3,5,8,0,0,5,2,7,11,https://www.basketball-reference.com/players/h/haddaha01.html,,
2011-12,26,MEM,NBA,C,4,0,21,2,2,1.000,0,0,,2,2,1.000,1.000,1,2,.500,5,4,9,1,0,2,1,5,5,https://www.basketball-reference.com/players/h/haddaha01.html,,
2015-16,23,MEM,NBA,SF,2,0,22,2,6,.333,1,3,.333,1,3,.333,.417,0,2,.000,0,0,0,0,1,0,1,1,5,https://www.basketball-reference.com/players/h/hairspj02.html,,
2019-20,22,BRK,NBA,C,3,0,20,3,5,.600,0,0,,3,5,.600,.600,1,4,.250,3,2,5,0,0,2,1,1,7,https://www.basketball-reference.com/players/h/halldo01.html,,
2011-12,21,DEN,NBA,SF,2,0,5,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,0,0,0,1,0,1,1,4,https://www.basketball-reference.com/players/h/hamiljo02.html,,
